"stop_id","pid","contraband"
"2983","1","Other Contraband or evidence"
"2984","1","None"
"2985","1","Drug Paraphernalia"
"2986","1","None"
"2987","1","None"
"2988","1","None"
"2989","1","Money"
"2989","1","Cell phone(s) or electronic device(s)"
"2990","1","None"
"2991","1","None"
"2992","1","Drug Paraphernalia"
"2993","1","None"
"2994","1","None"
"2995","1","Drugs/narcotics"
"2996","1","Firearm(s)"
"2996","1","Ammunition"
"2996","1","Alcohol"
"2997","1","Cell phone(s) or electronic device(s)"
"2998","1","Drug Paraphernalia"
"2999","1","None"
"3000","1","None"
"3001","1","None"
"3002","1","None"
"3003","1","None"
"3004","1","None"
"3005","1","None"
"3006","1","None"
"3007","1","None"
"3008","1","None"
"3009","1","None"
"3010","1","None"
"3011","1","None"
"3011","2","Drugs/narcotics"
"3012","1","None"
"3013","1","None"
"3014","1","None"
"3014","2","None"
"3015","1","None"
"3016","1","None"
"3017","1","None"
"3017","2","None"
"3017","3","None"
"3018","1","None"
"3019","1","None"
"3020","1","None"
"3021","1","None"
"3022","1","None"
"3023","1","Drugs/narcotics"
"3024","1","None"
"3025","1","Drugs/narcotics"
"3026","1","None"
"3027","1","None"
"3028","1","None"
"3028","2","None"
"3029","1","None"
"3030","1","None"
"3031","1","None"
"3032","1","None"
"3033","1","None"
"3034","1","None"
"3034","2","None"
"3035","1","None"
"3036","1","None"
"3037","1","None"
"3038","1","None"
"3038","2","None"
"3038","3","None"
"3039","1","None"
"3040","1","None"
"3040","2","None"
"3041","1","None"
"3041","2","None"
"3042","1","None"
"3042","2","None"
"3042","3","None"
"3043","1","None"
"3044","1","None"
"3044","2","None"
"3045","1","None"
"3046","1","None"
"3046","2","None"
"3047","1","None"
"3048","1","None"
"3049","1","None"
"3049","2","None"
"3050","1","None"
"3051","1","None"
"3052","1","None"
"3053","1","None"
"3053","2","None"
"3054","1","Money"
"3055","1","None"
"3056","1","None"
"3057","1","None"
"3058","1","None"
"3059","1","None"
"3060","1","None"
"3061","1","None"
"3062","1","None"
"3063","1","None"
"3064","1","None"
"3065","1","Alcohol"
"3066","1","None"
"3067","1","None"
"3068","1","None"
"3069","1","None"
"3070","1","None"
"3071","1","None"
"3072","1","None"
"3073","1","None"
"3074","1","None"
"3075","1","None"
"3076","1","None"
"3077","1","None"
"3078","1","None"
"3079","1","None"
"3080","1","None"
"3081","1","None"
"3082","1","None"
"3083","1","None"
"3083","2","None"
"3083","3","None"
"3084","1","None"
"3085","1","None"
"3086","1","None"
"3087","1","None"
"3088","1","None"
"3089","1","None"
"3090","1","None"
"3090","2","None"
"3091","1","None"
"3092","1","None"
"3092","2","None"
"3092","3","None"
"3093","1","None"
"3094","1","None"
"3095","1","None"
"3096","1","None"
"3097","1","None"
"3098","1","None"
"3098","2","None"
"3098","3","None"
"3099","1","Drug Paraphernalia"
"3100","1","None"
"3101","1","None"
"3102","1","None"
"3103","1","None"
"3104","1","Drugs/narcotics"
"3104","1","Drug Paraphernalia"
"3105","1","None"
"3106","1","None"
"3107","1","None"
"3108","1","None"
"3108","2","Alcohol"
"3109","1","None"
"3110","1","None"
"3111","1","None"
"3112","1","None"
"3113","1","None"
"3114","1","None"
"3115","1","None"
"3116","1","None"
"3117","1","None"
"3118","1","None"
"3119","1","Alcohol"
"3120","1","None"
"3120","2","None"
"3121","1","None"
"3122","1","Alcohol"
"3123","1","None"
"3124","1","None"
"3124","2","None"
"3125","1","None"
"3126","1","None"
"3127","1","None"
"3128","1","None"
"3129","1","None"
"3130","1","None"
"3131","1","None"
"3132","1","None"
"3133","1","None"
"3134","1","None"
"3135","1","None"
"3136","1","None"
"3137","1","None"
"3138","1","None"
"3139","1","None"
"3140","1","None"
"3141","1","None"
"3142","1","None"
"3143","1","None"
"3144","1","None"
"3145","1","None"
"3146","1","None"
"3147","1","None"
"3148","1","None"
"3149","1","None"
"3150","1","None"
"3151","1","None"
"3152","1","Drugs/narcotics"
"3153","1","None"
"3154","1","None"
"3155","1","None"
"3156","1","None"
"3157","1","None"
"3158","1","None"
"3159","1","None"
"3160","1","None"
"3161","1","None"
"3161","2","None"
"3162","1","None"
"3163","1","Drug Paraphernalia"
"3164","1","None"
"3164","2","None"
"3165","1","None"
"3166","1","None"
"3167","1","None"
"3168","1","None"
"3169","1","None"
"3170","1","None"
"3171","1","None"
"3172","1","None"
"3173","1","None"
"3174","1","None"
"3175","1","None"
"3176","1","None"
"3177","1","None"
"3178","1","None"
"3179","1","None"
"3180","1","None"
"3181","1","None"
"3182","1","None"
"3183","1","None"
"3184","1","None"
"3185","1","None"
"3186","1","None"
"3186","2","None"
"3187","1","None"
"3188","1","None"
"3189","1","None"
"3190","1","None"
"3191","1","None"
"3192","1","None"
"3193","1","None"
"3194","1","None"
"3195","1","None"
"3196","1","None"
"3197","1","None"
"3198","1","None"
"3199","1","Alcohol"
"3200","1","Drugs/narcotics"
"3201","1","None"
"3202","1","None"
"3203","1","None"
"3204","1","None"
"3204","2","None"
"3205","1","None"
"3206","1","Weapon(s) other than a firearm"
"3207","1","Drugs/narcotics"
"3207","1","Suspected Stolen property"
"3208","1","None"
"3209","1","None"
"3210","1","None"
"3211","1","None"
"3212","1","None"
"3213","1","None"
"3214","1","None"
"3215","1","None"
"3216","1","None"
"3217","1","None"
"3218","1","None"
"3219","1","Alcohol"
"3220","1","None"
"3221","1","None"
"3222","1","None"
"3223","1","Drugs/narcotics"
"3223","1","Other Contraband or evidence"
"3224","1","None"
"3225","1","None"
"3226","1","None"
"3227","1","None"
"3228","1","None"
"3229","1","None"
"3230","1","None"
"3231","1","None"
"3232","1","None"
"3232","2","None"
"3232","3","None"
"3233","1","None"
"3234","1","None"
"3235","1","None"
"3236","1","None"
"3237","1","None"
"3238","1","None"
"3239","1","None"
"3240","1","None"
"3241","1","None"
"3242","1","None"
"3243","1","None"
"3244","1","None"
"3245","1","None"
"3246","1","None"
"3247","1","None"
"3248","1","None"
"3249","1","None"
"3250","1","None"
"3251","1","None"
"3252","1","None"
"3253","1","None"
"3254","1","None"
"3255","1","None"
"3256","1","None"
"3256","2","None"
"3257","1","None"
"3258","1","None"
"3259","1","None"
"3260","1","None"
"3261","1","None"
"3262","1","None"
"3263","1","None"
"3264","1","Cell phone(s) or electronic device(s)"
"3264","1","Other Contraband or evidence"
"3265","1","None"
"3266","1","None"
"3267","1","None"
"3268","1","None"
"3269","1","None"
"3270","1","None"
"3271","1","None"
"3272","1","None"
"3273","1","None"
"3274","1","None"
"3275","1","None"
"3276","1","None"
"3277","1","None"
"3278","1","None"
"3279","1","None"
"3280","1","None"
"3281","1","None"
"3282","1","None"
"3283","1","None"
"3284","1","None"
"3285","1","None"
"3286","1","None"
"3287","1","None"
"3288","1","None"
"3289","1","None"
"3290","1","None"
"3291","1","None"
"3292","1","None"
"3293","1","None"
"3294","1","None"
"3295","1","None"
"3296","1","None"
"3297","1","None"
"3298","1","None"
"3299","1","None"
"3300","1","None"
"3301","1","None"
"3302","1","None"
"3303","1","None"
"3304","1","Other Contraband or evidence"
"3305","1","None"
"3306","1","None"
"3307","1","None"
"3308","1","None"
"3308","2","Drugs/narcotics"
"3308","2","Money"
"3309","1","None"
"3310","1","None"
"3311","1","None"
"3312","1","None"
"3313","1","None"
"3314","1","None"
"3315","1","None"
"3316","1","None"
"3317","1","None"
"3317","2","None"
"3317","3","None"
"3318","1","None"
"3319","1","None"
"3320","1","None"
"3320","2","None"
"3321","1","None"
"3322","1","None"
"3323","1","None"
"3324","1","None"
"3325","1","None"
"3326","1","None"
"3327","1","None"
"3328","1","None"
"3329","1","Weapon(s) other than a firearm"
"3330","1","None"
"3331","1","None"
"3332","1","None"
"3333","1","None"
"3334","1","None"
"3335","1","None"
"3336","1","None"
"3336","2","None"
"3337","1","None"
"3338","1","None"
"3339","1","Alcohol"
"3340","1","None"
"3341","1","None"
"3342","1","None"
"3343","1","None"
"3344","1","None"
"3344","2","None"
"3344","3","None"
"3344","4","None"
"3345","1","None"
"3346","1","None"
"3347","1","None"
"3348","1","None"
"3349","1","None"
"3350","1","None"
"3351","1","None"
"3352","1","None"
"3353","1","None"
"3354","1","None"
"3355","1","None"
"3356","1","None"
"3357","1","None"
"3358","1","None"
"3359","1","None"
"3360","1","None"
"3361","1","None"
"3362","1","None"
"3363","1","None"
"3364","1","None"
"3365","1","Drugs/narcotics"
"3366","1","Ammunition"
"3366","1","Firearm(s)"
"3366","1","Drugs/narcotics"
"3366","1","Money"
"3366","2","None"
"3366","3","None"
"3367","1","None"
"3368","1","None"
"3369","1","None"
"3370","1","None"
"3371","1","None"
"3372","1","None"
"3372","2","None"
"3373","1","None"
"3374","1","None"
"3375","1","None"
"3376","1","None"
"3377","1","None"
"3378","1","None"
"3379","1","None"
"3380","1","None"
"3381","1","None"
"3382","1","None"
"3383","1","None"
"3384","1","None"
"3385","1","Firearm(s)"
"3386","1","None"
"3387","1","None"
"3388","1","None"
"3389","1","None"
"3390","1","None"
"3390","2","None"
"3391","1","None"
"3392","1","None"
"3392","2","None"
"3393","1","None"
"3394","1","None"
"3395","1","None"
"3395","2","None"
"3395","3","None"
"3396","1","Drugs/narcotics"
"3397","1","None"
"3398","1","None"
"3399","1","None"
"3399","2","None"
"3399","3","None"
"3399","4","None"
"3400","1","None"
"3401","1","Weapon(s) other than a firearm"
"3401","2","None"
"3402","1","None"
"3403","1","None"
"3404","1","Drugs/narcotics"
"3404","2","Drugs/narcotics"
"3404","2","Drug Paraphernalia"
"3405","1","None"
"3406","1","None"
"3407","1","Weapon(s) other than a firearm"
"3408","1","None"
"3409","1","Drugs/narcotics"
"3409","1","Drug Paraphernalia"
"3410","1","None"
"3411","1","None"
"3412","1","None"
"3413","1","None"
"3414","1","None"
"3414","2","Drugs/narcotics"
"3415","1","None"
"3416","1","Drugs/narcotics"
"3417","1","None"
"3418","1","None"
"3419","1","None"
"3420","1","None"
"3421","1","None"
"3421","2","None"
"3421","3","None"
"3422","1","None"
"3422","2","None"
"3423","1","None"
"3424","1","None"
"3425","1","None"
"3426","1","Alcohol"
"3427","1","None"
"3428","1","None"
"3429","1","None"
"3430","1","None"
"3430","2","None"
"3431","1","None"
"3432","1","None"
"3433","1","Drugs/narcotics"
"3433","1","Drug Paraphernalia"
"3434","1","None"
"3435","1","None"
"3436","1","None"
"3437","1","None"
"3438","1","None"
"3439","1","None"
"3440","1","None"
"3441","1","None"
"3442","1","None"
"3443","1","None"
"3443","2","None"
"3444","1","None"
"3445","1","None"
"3446","1","None"
"3447","1","None"
"3448","1","None"
"3449","1","None"
"3450","1","None"
"3451","1","None"
"3452","1","None"
"3453","1","Suspected Stolen property"
"3454","1","None"
"3455","1","Alcohol"
"3456","1","None"
"3457","1","None"
"3457","2","None"
"3457","3","None"
"3457","4","None"
"3457","5","None"
"3457","6","None"
"3457","7","None"
"3457","8","None"
"3457","9","None"
"3457","10","None"
"3458","1","None"
"3459","1","None"
"3460","1","None"
"3461","1","None"
"3462","1","None"
"3463","1","None"
"3464","1","None"
"3465","1","None"
"3466","1","None"
"3467","1","None"
"3468","1","None"
"3469","1","None"
"3470","1","None"
"3470","2","None"
"3470","3","None"
"3470","4","None"
"3470","5","None"
"3471","1","Other Contraband or evidence"
"3472","1","None"
"3473","1","Weapon(s) other than a firearm"
"3474","1","None"
"3475","1","None"
"3476","1","None"
"3476","2","None"
"3477","1","None"
"3477","2","None"
"3478","1","None"
"3479","1","None"
"3480","1","None"
"3481","1","Firearm(s)"
"3482","1","None"
"3483","1","None"
"3484","1","None"
"3485","1","None"
"3486","1","None"
"3487","1","None"
"3488","1","None"
"3489","1","None"
"3490","1","None"
"3491","1","None"
"3492","1","None"
"3493","1","Weapon(s) other than a firearm"
"3494","1","None"
"3495","1","None"
"3496","1","None"
"3497","1","None"
"3498","1","Drugs/narcotics"
"3499","1","None"
"3500","1","Alcohol"
"3501","1","None"
"3502","1","None"
"3503","1","None"
"3504","1","None"
"3505","1","None"
"3506","1","None"
"3507","1","None"
"3508","1","None"
"3509","1","None"
"3510","1","None"
"3511","1","None"
"3512","1","Drug Paraphernalia"
"3512","2","Drug Paraphernalia"
"3513","1","None"
"3514","1","None"
"3515","1","None"
"3516","1","None"
"3517","1","None"
"3518","1","None"
"3519","1","None"
"3520","1","None"
"3521","1","None"
"3522","1","None"
"3523","1","None"
"3524","1","None"
"3525","1","None"
"3526","1","None"
"3527","1","None"
"3528","1","None"
"3529","1","None"
"3530","1","None"
"3531","1","None"
"3532","1","None"
"3532","2","None"
"3532","3","None"
"3533","1","Drugs/narcotics"
"3534","1","None"
"3535","1","None"
"3536","1","None"
"3537","1","None"
"3538","1","None"
"3539","1","None"
"3540","1","None"
"3541","1","None"
"3542","1","None"
"3543","1","None"
"3544","1","None"
"3545","1","None"
"3546","1","None"
"3547","1","None"
"3548","1","None"
"3549","1","None"
"3550","1","None"
"3551","1","None"
"3552","1","None"
"3553","1","None"
"3553","2","None"
"3554","1","None"
"3555","1","None"
"3556","1","None"
"3557","1","None"
"3558","1","None"
"3559","1","None"
"3560","1","None"
"3561","1","None"
"3562","1","None"
"3563","1","None"
"3564","1","None"
"3565","1","None"
"3566","1","None"
"3567","1","None"
"3568","1","None"
"3569","1","None"
"3570","1","None"
"3571","1","None"
"3572","1","None"
"3573","1","None"
"3574","1","None"
"3575","1","None"
"3576","1","None"
"3577","1","None"
"3578","1","None"
"3579","1","None"
"3580","1","None"
"3581","1","None"
"3582","1","None"
"3583","1","None"
"3584","1","None"
"3585","1","None"
"3586","1","None"
"3587","1","None"
"3588","1","None"
"3589","1","None"
"3590","1","None"
"3591","1","None"
"3592","1","None"
"3593","1","None"
"3594","1","None"
"3594","2","None"
"3595","1","None"
"3596","1","None"
"3597","1","None"
"3598","1","None"
"3598","2","None"
"3598","3","Drugs/narcotics"
"3599","1","None"
"3600","1","None"
"3601","1","None"
"3602","1","None"
"3603","1","None"
"3604","1","None"
"3605","1","None"
"3606","1","None"
"3607","1","None"
"3608","1","None"
"3609","1","None"
"3610","1","None"
"3611","1","None"
"3612","1","None"
"3613","1","Alcohol"
"3614","1","None"
"3615","1","None"
"3616","1","None"
"3617","1","None"
"3618","1","None"
"3619","1","None"
"3620","1","None"
"3621","1","None"
"3622","1","None"
"3623","1","None"
"3624","1","None"
"3625","1","None"
"3626","1","None"
"3627","1","None"
"3628","1","None"
"3629","1","None"
"3630","1","None"
"3631","1","None"
"3632","1","None"
"3633","1","Drugs/narcotics"
"3633","2","Drugs/narcotics"
"3634","1","None"
"3635","1","None"
"3636","1","None"
"3637","1","None"
"3638","1","None"
"3639","1","None"
"3640","1","None"
"3641","1","None"
"3642","1","None"
"3643","1","None"
"3644","1","None"
"3645","1","Drug Paraphernalia"
"3646","1","None"
"3646","2","None"
"3647","1","None"
"3648","1","None"
"3649","1","Drug Paraphernalia"
"3650","1","None"
"3651","1","None"
"3652","1","None"
"3653","1","None"
"3654","1","None"
"3655","1","None"
"3656","1","None"
"3657","1","None"
"3658","1","None"
"3659","1","None"
"3660","1","None"
"3661","1","None"
"3662","1","None"
"3663","1","None"
"3664","1","None"
"3665","1","Weapon(s) other than a firearm"
"3666","1","None"
"3667","1","None"
"3668","1","None"
"3669","1","None"
"3670","1","None"
"3671","1","None"
"3672","1","None"
"3673","1","None"
"3674","1","None"
"3675","1","None"
"3676","1","None"
"3677","1","None"
"3677","2","None"
"3678","1","None"
"3679","1","None"
"3680","1","None"
"3681","1","None"
"3682","1","None"
"3683","1","None"
"3684","1","None"
"3685","1","None"
"3686","1","None"
"3687","1","None"
"3688","1","None"
"3689","1","None"
"3690","1","None"
"3691","1","None"
"3692","1","None"
"3693","1","Weapon(s) other than a firearm"
"3694","1","None"
"3695","1","None"
"3696","1","None"
"3697","1","None"
"3698","1","None"
"3699","1","None"
"3700","1","None"
"3701","1","None"
"3702","1","None"
"3703","1","None"
"3704","1","None"
"3705","1","None"
"3706","1","None"
"3707","1","None"
"3708","1","None"
"3709","1","None"
"3710","1","None"
"3711","1","None"
"3712","1","None"
"3713","1","None"
"3714","1","None"
"3715","1","None"
"3716","1","None"
"3717","1","None"
"3718","1","None"
"3719","1","None"
"3720","1","None"
"3721","1","None"
"3722","1","None"
"3723","1","None"
"3724","1","None"
"3725","1","None"
"3726","1","None"
"3727","1","None"
"3728","1","None"
"3729","1","Alcohol"
"3729","1","Drugs/narcotics"
"3730","1","None"
"3731","1","None"
"3732","1","None"
"3733","1","None"
"3734","1","None"
"3735","1","None"
"3736","1","None"
"3737","1","None"
"3738","1","None"
"3739","1","None"
"3740","1","None"
"3740","2","None"
"3741","1","None"
"3741","2","None"
"3742","1","None"
"3743","1","None"
"3744","1","None"
"3745","1","None"
"3746","1","None"
"3747","1","None"
"3748","1","None"
"3749","1","None"
"3750","1","None"
"3751","1","None"
"3752","1","None"
"3753","1","None"
"3754","1","None"
"3755","1","None"
"3756","1","None"
"3757","1","None"
"3758","1","None"
"3759","1","None"
"3760","1","None"
"3760","2","None"
"3760","3","None"
"3760","4","None"
"3761","1","None"
"3762","1","None"
"3763","1","None"
"3764","1","None"
"3765","1","Alcohol"
"3766","1","None"
"3767","1","None"
"3768","1","None"
"3769","1","None"
"3770","1","None"
"3771","1","None"
"3772","1","None"
"3773","1","Alcohol"
"3774","1","None"
"3775","1","None"
"3776","1","None"
"3777","1","Alcohol"
"3778","1","None"
"3779","1","None"
"3780","1","None"
"3781","1","None"
