"stop_id","pid","basis_for_search","basis_for_search_explanation"
"2761","1","",""
"2762","1","",""
"2763","1","",""
"2764","1","Condition of parole / probation/ PRCS / mandatory supervision",""
"2764","2","",""
"2764","3","Consent given","NO DL. CONSENT TO SEARCH. LEGAL MARIJUANA FOUND"
"2765","1","",""
"2766","1","",""
"2767","1","Incident to arrest","TSTOP"
"2768","1","",""
"2769","1","Condition of parole / probation/ PRCS / mandatory supervision",""
"2770","1","",""
"2771","1","",""
"2772","1","",""
"2773","1","",""
"2774","1","",""
"2775","1","",""
"2776","1","",""
"2777","1","",""
"2778","1","",""
"2779","1","",""
"2780","1","",""
"2781","1","",""
"2782","1","",""
"2783","1","",""
"2784","1","",""
"2785","1","",""
"2786","1","",""
"2787","1","",""
"2788","1","",""
"2789","1","",""
"2790","1","",""
"2791","1","",""
"2792","1","",""
"2792","2","",""
"2793","1","",""
"2794","1","",""
"2795","1","",""
"2796","1","",""
"2797","1","",""
"2798","1","",""
"2799","1","",""
"2800","1","",""
"2801","1","",""
"2802","1","",""
"2803","1","",""
"2804","1","",""
"2805","1","",""
"2806","1","",""
"2807","1","",""
"2808","1","",""
"2809","1","",""
"2810","1","",""
"2811","1","",""
"2811","2","",""
"2812","1","Consent given","CONSENT/4TH WAIVER"
"2813","1","",""
"2814","1","",""
"2815","1","",""
"2816","1","",""
"2817","1","",""
"2818","1","",""
"2819","1","",""
"2820","1","",""
"2821","1","Condition of parole / probation/ PRCS / mandatory supervision",""
"2822","1","",""
"2823","1","",""
"2824","1","",""
"2825","1","",""
"2826","1","",""
"2827","1","",""
"2828","1","",""
"2829","1","",""
"2830","1","",""
"2831","1","",""
"2832","1","",""
"2833","1","",""
"2834","1","",""
"2835","1","",""
"2836","1","",""
"2837","1","",""
"2838","1","",""
"2839","1","",""
"2840","1","",""
"2841","1","Incident to arrest","arrested for drunk in public"
"2842","1","",""
"2843","1","",""
"2844","1","",""
"2845","1","",""
"2846","1","",""
"2847","1","",""
"2848","1","",""
"2849","1","",""
"2850","1","",""
"2851","1","",""
"2852","1","",""
"2853","1","",""
"2854","1","",""
"2855","1","",""
"2856","1","",""
"2857","1","",""
"2858","1","",""
"2859","1","",""
"2860","1","",""
"2861","1","",""
"2862","1","",""
"2863","1","",""
"2864","1","",""
"2865","1","",""
"2866","1","",""
"2867","1","",""
"2868","1","",""
"2869","1","",""
"2870","1","",""
"2871","1","",""
"2872","1","",""
"2873","1","",""
"2874","1","",""
"2875","1","",""
"2876","1","",""
"2877","1","",""
"2878","1","",""
"2879","1","",""
"2880","1","",""
"2881","1","",""
"2882","1","",""
"2883","1","",""
"2884","1","",""
"2885","1","",""
"2886","1","",""
"2887","1","",""
"2888","1","",""
"2889","1","",""
"2890","1","",""
"2891","1","",""
"2892","1","",""
"2893","1","",""
"2894","1","",""
"2895","1","",""
"2896","1","",""
"2897","1","",""
"2898","1","",""
"2899","1","",""
"2900","1","",""
"2900","2","",""
"2901","1","",""
"2902","1","",""
"2903","1","",""
"2904","1","",""
"2905","1","",""
"2906","1","",""
"2907","1","",""
"2908","1","",""
"2909","1","",""
"2910","1","",""
"2911","1","",""
"2912","1","",""
"2913","1","",""
"2914","1","",""
"2915","1","Incident to arrest","SUSPECT USED A KNIFE"
"2916","1","",""
"2917","1","",""
"2918","1","",""
"2919","1","",""
"2920","1","Incident to arrest","Person was intoxicated"
"2921","1","",""
"2922","1","",""
"2923","1","Incident to arrest","arrested for public intoxtications"
"2924","1","",""
"2925","1","",""
"2926","1","",""
"2927","1","",""
"2927","2","",""
"2928","1","",""
"2928","2","",""
"2929","1","",""
"2930","1","",""
"2931","1","",""
"2932","1","Consent given","Unlicensed driver"
"2933","1","Consent given","Search of person"
"2934","1","Consent given","Gave consent to search."
"2935","1","Condition of parole / probation/ PRCS / mandatory supervision",""
"2936","1","Incident to arrest","Was intoxicated beyond abilty to care for self"
"2937","1","",""
"2937","2","",""
"2937","3","",""
"2938","1","",""
"2939","1","",""
"2940","1","",""
"2941","1","",""
"2942","1","",""
"2943","1","",""
"2944","1","",""
"2945","1","",""
"2946","1","Incident to arrest","BURGLARY SUSPECT"
"2947","1","Incident to arrest","TRAFFIC COLLISION"
"2948","1","",""
"2949","1","",""
"2950","1","Exigent circumstances/emergency","5150 W & I call"
"2950","1","Officer Safety/safety of others","5150 W & I call"
"2951","1","",""
"2952","1","Consent given","Vehicle searched, live riffle round found, no other contraband."
"2953","1","",""
"2954","1","",""
"2955","1","",""
"2956","1","",""
"2957","1","",""
"2958","1","",""
"2959","1","",""
"2960","1","Incident to arrest","Subject stated when asked he had a pipe in his front left pocket of his shorts"
"2961","1","",""
"2961","2","",""
"2962","1","",""
"2963","1","",""
"2964","1","Incident to arrest","Was arrested for being a risk to public safety"
"2965","1","",""
"2966","1","",""
"2967","1","",""
"2968","1","",""
"2969","1","",""
"2970","1","",""
"2971","1","",""
"2972","1","",""
"2973","1","Incident to arrest","suspect was searched incident to arrest"
"2974","1","",""
"2975","1","",""
"2976","1","",""
"2977","1","",""
"2978","1","",""
"2979","1","",""
"2980","1","Incident to arrest","Search incident to arrest for assault on a peace officer. "
"2981","1","",""
"2982","1","",""
"2983","1","Incident to arrest","arrest for dv"
"2984","1","",""
"2985","1","",""
"2986","1","Incident to arrest","search incident to arrest"
"2987","1","",""
"2988","1","",""
"2989","1","Incident to arrest","Subject arrested for 242 PC"
"2990","1","",""
"2991","1","Consent given","subject had a valid fourth waiver"
"2991","1","Condition of parole / probation/ PRCS / mandatory supervision","subject had a valid fourth waiver"
"2992","1","Condition of parole / probation/ PRCS / mandatory supervision",""
"2993","1","",""
"2994","1","",""
"2995","1","Incident to arrest","Arrrested for 11550(a) HS"
"2996","1","Evidence of crime","search of ID of driver 12500"
"2996","1","Officer Safety/safety of others","search of ID of driver 12500"
"2997","1","Condition of parole / probation/ PRCS / mandatory supervision","Subject had a valid 4th waiver"
"2997","1","Officer Safety/safety of others","Subject had a valid 4th waiver"
"2998","1","Consent given","narc arrest"
"2998","1","Incident to arrest","narc arrest"
"2999","1","",""
"3000","1","",""
"3001","1","",""
"3002","1","",""
"3003","1","Incident to arrest","intoxicated person in public"
"3004","1","Incident to arrest","The suspect was searched after it was determined that he would be placed under arrest"
"3005","1","",""
"3006","1","",""
"3007","1","",""
"3008","1","",""
"3009","1","",""
"3010","1","Incident to arrest","Was intoxicated and almost hit by vehicle"
"3011","1","Incident to arrest","search incident to arrest"
"3011","2","Incident to arrest","arrested from incident"
"3012","1","",""
"3013","1","",""
"3014","1","",""
"3014","2","",""
"3015","1","",""
"3016","1","",""
"3017","1","Incident to arrest","TWO ACTIVE WARRANTS -- SEARCHED INCIDENT TO ARREST"
"3017","2","",""
"3017","3","",""
"3018","1","",""
"3019","1","",""
"3020","1","",""
"3021","1","",""
"3022","1","Condition of parole / probation/ PRCS / mandatory supervision",""
"3023","1","",""
"3024","1","",""
"3025","1","",""
"3026","1","",""
"3027","1","",""
"3028","1","",""
"3028","2","",""
"3029","1","",""
"3030","1","Incident to arrest","I confirmed that the subject had an active warrant. per search incident to arrest, I searched her person, vehicle, and belongings."
"3031","1","",""
"3032","1","",""
"3033","1","",""
"3034","1","",""
"3034","2","",""
"3035","1","",""
"3036","1","",""
"3037","1","",""
"3038","1","",""
"3038","2","",""
"3038","3","",""
"3039","1","",""
"3040","1","Incident to arrest","domestic violence"
"3040","2","",""
"3041","1","",""
"3041","2","",""
"3042","1","",""
"3042","2","",""
"3042","3","",""
"3043","1","",""
"3044","1","Condition of parole / probation/ PRCS / mandatory supervision",""
"3044","2","",""
"3045","1","",""
"3046","1","Consent given","asked to take id out of pocket"
"3046","2","",""
"3047","1","",""
"3048","1","Officer Safety/safety of others","Arrested for DUI"
"3049","1","Officer Safety/safety of others","Incident to arrest"
"3049","2","Officer Safety/safety of others","Incident to arrest"
"3050","1","Incident to arrest","arrest search"
"3051","1","",""
"3052","1","Incident to arrest","suspect arrested for 11350a then searched"
"3053","1","Incident to arrest","SUBJECT WAS ARRESTED FOR 647F."
"3053","2","",""
"3054","1","Incident to arrest","SEARCHED INCIDENT TO ARREST"
"3055","1","",""
"3056","1","",""
"3057","1","",""
"3058","1","",""
"3059","1","",""
"3060","1","",""
"3061","1","",""
"3062","1","",""
"3063","1","",""
"3064","1","Incident to arrest","11550(a) hs arrest"
"3065","1","",""
"3066","1","",""
"3067","1","",""
"3068","1","",""
"3069","1","",""
"3070","1","",""
"3071","1","",""
"3072","1","",""
"3073","1","",""
"3074","1","",""
"3075","1","",""
"3076","1","Incident to arrest","arrest"
"3077","1","Condition of parole / probation/ PRCS / mandatory supervision",""
"3078","1","Officer Safety/safety of others","TRANSPORT TO CMH"
"3079","1","",""
"3080","1","",""
"3081","1","",""
"3082","1","",""
"3083","1","",""
"3083","2","",""
"3083","3","",""
"3084","1","",""
"3085","1","",""
"3086","1","",""
"3087","1","",""
"3088","1","",""
"3089","1","",""
"3090","1","",""
"3090","2","",""
"3091","1","",""
"3092","1","",""
"3092","2","",""
"3092","3","",""
"3093","1","",""
"3094","1","",""
"3095","1","",""
"3096","1","",""
"3097","1","",""
"3098","1","Incident to arrest","arrest"
"3098","2","Incident to arrest","arrest"
"3098","3","",""
"3099","1","Incident to arrest","male had a warrant and searched incident to arrest"
"3100","1","",""
"3101","1","",""
"3102","1","",""
"3103","1","",""
"3104","1","Incident to arrest","subject was searched incident to arrest"
"3105","1","Incident to arrest","SEE ARREST REPORT"
"3106","1","",""
"3107","1","",""
"3108","1","",""
"3108","2","",""
"3109","1","",""
"3110","1","",""
"3111","1","",""
"3112","1","",""
"3113","1","",""
"3114","1","",""
"3115","1","",""
"3116","1","Condition of parole / probation/ PRCS / mandatory supervision",""
"3117","1","",""
"3118","1","",""
"3119","1","",""
"3120","1","Consent given","subects matched description of radio call."
"3120","2","",""
"3121","1","",""
"3122","1","",""
"3123","1","Officer Safety/safety of others","5150 detention"
"3124","1","",""
"3124","2","",""
"3125","1","",""
"3126","1","",""
"3127","1","",""
"3128","1","",""
"3129","1","",""
"3130","1","",""
"3131","1","",""
"3132","1","",""
"3133","1","",""
"3134","1","",""
"3135","1","",""
"3136","1","",""
"3137","1","",""
"3138","1","",""
"3139","1","",""
"3140","1","",""
"3141","1","",""
"3142","1","Officer Safety/safety of others","5150 wi"
"3143","1","",""
"3144","1","Consent given","detained, 11550 hs eval, fouth waiver"
"3144","1","Condition of parole / probation/ PRCS / mandatory supervision","detained, 11550 hs eval, fouth waiver"
"3145","1","",""
"3146","1","Incident to arrest","11550(a) HS"
"3147","1","",""
"3148","1","",""
"3149","1","",""
"3150","1","",""
"3151","1","",""
"3152","1","Incident to arrest","SUSPECT WAS CONFIRMED WITH AN ACTIVE WARRANT"
"3153","1","",""
"3154","1","",""
"3155","1","",""
"3156","1","",""
"3157","1","Officer Safety/safety of others","Search of subjects property for safekeeping / inventory purposes."
"3158","1","",""
"3159","1","",""
"3160","1","Incident to arrest","Subject was arrested and searched prior to transport."
"3161","1","",""
"3161","2","",""
"3162","1","",""
"3163","1","Condition of parole / probation/ PRCS / mandatory supervision",""
"3164","1","Incident to arrest","search incident to arrest"
"3164","2","",""
"3165","1","",""
"3166","1","",""
"3167","1","",""
"3168","1","",""
"3169","1","Consent given","searched person and property of male due to fact he was being detained."
"3169","1","Officer Safety/safety of others","searched person and property of male due to fact he was being detained."
"3170","1","",""
"3171","1","",""
"3172","1","",""
"3173","1","",""
"3174","1","Incident to arrest","incident to arrest found no contraband"
"3175","1","Officer Safety/safety of others","subj was arrested for domestic violence, damaging a phone line and false imprisonment"
"3175","1","Incident to arrest","subj was arrested for domestic violence, damaging a phone line and false imprisonment"
"3176","1","Condition of parole / probation/ PRCS / mandatory supervision",""
"3177","1","",""
"3178","1","",""
"3179","1","",""
"3180","1","",""
"3181","1","",""
"3182","1","",""
"3183","1","",""
"3184","1","",""
"3185","1","",""
"3186","1","",""
"3186","2","Incident to arrest","search prior to being transported to jail. "
"3187","1","",""
"3188","1","",""
"3189","1","",""
"3190","1","Incident to arrest","Arrested"
"3191","1","",""
"3192","1","",""
"3193","1","",""
"3194","1","Officer Safety/safety of others","VEHICLE BEING IMPOUNDED"
"3195","1","",""
"3196","1","",""
"3197","1","",""
"3198","1","",""
"3199","1","",""
"3200","1","Vehicle inventory","veh int"
"3201","1","",""
"3202","1","",""
"3203","1","",""
"3204","1","",""
"3204","2","",""
"3205","1","",""
"3206","1","Condition of parole / probation/ PRCS / mandatory supervision",""
"3207","1","Condition of parole / probation/ PRCS / mandatory supervision",""
"3208","1","",""
"3209","1","",""
"3210","1","",""
"3211","1","",""
"3212","1","",""
"3213","1","",""
"3214","1","",""
"3215","1","",""
"3216","1","",""
"3217","1","",""
"3218","1","",""
"3219","1","",""
"3220","1","Incident to arrest","was arrested"
"3221","1","",""
"3222","1","",""
"3223","1","",""
"3224","1","",""
"3225","1","",""
"3226","1","",""
"3227","1","",""
"3228","1","",""
"3229","1","Consent given","traffic stop"
"3230","1","",""
"3231","1","",""
"3232","1","",""
"3232","2","",""
"3232","3","",""
"3233","1","",""
"3234","1","",""
"3235","1","",""
"3236","1","Condition of parole / probation/ PRCS / mandatory supervision",""
"3237","1","",""
"3238","1","",""
"3239","1","",""
"3240","1","",""
"3241","1","",""
"3242","1","",""
"3243","1","",""
"3244","1","",""
"3245","1","",""
"3246","1","",""
"3247","1","",""
"3248","1","",""
"3249","1","",""
"3250","1","",""
"3251","1","",""
"3252","1","",""
"3253","1","",""
"3254","1","",""
"3255","1","",""
"3256","1","",""
"3256","2","",""
"3257","1","",""
"3258","1","Condition of parole / probation/ PRCS / mandatory supervision",""
"3259","1","",""
"3260","1","",""
"3261","1","",""
"3262","1","",""
"3263","1","",""
"3264","1","Incident to arrest","felony arrest"
"3265","1","",""
"3266","1","",""
"3267","1","",""
"3268","1","",""
"3269","1","",""
"3270","1","",""
"3271","1","",""
"3272","1","",""
"3273","1","",""
"3274","1","Consent given","traffic stop"
"3275","1","",""
"3276","1","",""
"3277","1","",""
"3278","1","",""
"3279","1","",""
"3280","1","",""
"3281","1","",""
"3282","1","",""
"3283","1","",""
"3284","1","",""
"3285","1","",""
"3286","1","",""
"3287","1","",""
"3288","1","",""
"3289","1","",""
"3290","1","",""
"3291","1","",""
"3292","1","",""
"3293","1","",""
"3294","1","",""
"3295","1","",""
"3296","1","",""
"3297","1","",""
"3298","1","",""
"3299","1","",""
"3300","1","",""
"3301","1","Incident to arrest","arrest for 273.5"
"3302","1","",""
"3303","1","",""
"3304","1","Search Warrant","search warrant for 496"
"3305","1","",""
"3306","1","",""
"3307","1","",""
"3308","1","Odor of contraband","Marijuana in plain view"
"3308","1","Visible contraband","Marijuana in plain view"
"3308","2","Odor of contraband","Marijuana was in plain view in the vehicle"
"3308","2","Visible contraband","Marijuana was in plain view in the vehicle"
"3309","1","",""
"3310","1","",""
"3311","1","Vehicle inventory","IMPOUNDED VEHICLE PER 22651(o)(1)(A) CVC"
"3312","1","",""
"3313","1","",""
"3314","1","",""
"3315","1","",""
"3316","1","",""
"3317","1","",""
"3317","2","",""
"3317","3","",""
"3318","1","",""
"3319","1","Evidence of crime","subject matched description of a male seen shoplifiting on surveillance video"
"3320","1","",""
"3320","2","",""
"3321","1","",""
"3322","1","",""
"3323","1","",""
"3324","1","",""
"3325","1","",""
"3326","1","",""
"3327","1","",""
"3328","1","",""
"3329","1","Officer Safety/safety of others","I was told there was a firearm inside of the vehicle. "
"3329","1","Suspected weapons","I was told there was a firearm inside of the vehicle. "
"3329","1","Evidence of crime","I was told there was a firearm inside of the vehicle. "
"3329","1","Consent given","I was told there was a firearm inside of the vehicle. "
"3330","1","",""
"3331","1","",""
"3332","1","",""
"3333","1","",""
"3334","1","",""
"3335","1","",""
"3336","1","",""
"3336","2","",""
"3337","1","",""
"3338","1","",""
"3339","1","",""
"3340","1","",""
"3341","1","",""
"3342","1","",""
"3343","1","",""
"3344","1","",""
"3344","2","",""
"3344","3","",""
"3344","4","",""
"3345","1","Incident to arrest","was not the officer who searched subj. subj was searched incident to arrest. no contraband found."
"3346","1","",""
"3347","1","",""
"3348","1","",""
"3349","1","",""
"3350","1","",""
"3351","1","",""
"3352","1","",""
"3353","1","",""
"3354","1","",""
"3355","1","",""
"3356","1","",""
"3357","1","",""
"3358","1","",""
"3359","1","",""
"3360","1","",""
"3361","1","",""
"3362","1","",""
"3363","1","",""
"3364","1","Consent given","5150 det only. no handcuffs"
"3365","1","",""
"3366","1","",""
"3366","2","",""
"3366","3","Odor of contraband","4th waiver "
"3366","3","Condition of parole / probation/ PRCS / mandatory supervision","4th waiver "
"3367","1","",""
"3368","1","",""
"3369","1","Vehicle inventory","per vehicle tow policy 22651(p)"
"3370","1","",""
"3371","1","",""
"3372","1","",""
"3372","2","",""
"3373","1","Officer Safety/safety of others","search subj because of officer safety and safety of others befcause subj was suicidal. no contraband found."
"3374","1","",""
"3375","1","Consent given","602 PC PED GOING THRUOUGH TRASH"
"3376","1","",""
"3377","1","",""
"3378","1","",""
"3379","1","",""
"3380","1","",""
"3381","1","",""
"3382","1","",""
"3383","1","",""
"3384","1","",""
"3385","1","Incident to arrest","subject was searched incident to arrest"
"3386","1","",""
"3387","1","",""
"3388","1","",""
"3389","1","",""
"3390","1","",""
"3390","2","",""
"3391","1","",""
"3392","1","",""
"3392","2","",""
"3393","1","Incident to arrest","647f arrest to detox"
"3394","1","Officer Safety/safety of others","SUBJECT WAS SEARCHED PRIOR TO HOSPITAL TRANSPORT."
"3395","1","",""
"3395","2","",""
"3395","3","",""
"3396","1","Condition of parole / probation/ PRCS / mandatory supervision",""
"3397","1","",""
"3398","1","",""
"3399","1","",""
"3399","2","",""
"3399","3","",""
"3399","4","",""
"3400","1","",""
"3401","1","",""
"3401","2","",""
"3402","1","",""
"3403","1","",""
"3404","1","Condition of parole / probation/ PRCS / mandatory supervision",""
"3404","2","",""
"3405","1","Officer Safety/safety of others","5150 detention and transport to CMH"
"3406","1","",""
"3407","1","Condition of parole / probation/ PRCS / mandatory supervision",""
"3408","1","",""
"3409","1","Condition of parole / probation/ PRCS / mandatory supervision","suspect ran from a vehicle that had a weapon in the vehicle day before"
"3409","1","Suspected weapons","suspect ran from a vehicle that had a weapon in the vehicle day before"
"3409","1","Incident to arrest","suspect ran from a vehicle that had a weapon in the vehicle day before"
"3410","1","",""
"3411","1","",""
"3412","1","",""
"3413","1","Condition of parole / probation/ PRCS / mandatory supervision",""
"3414","1","",""
"3414","2","",""
"3415","1","",""
"3416","1","",""
"3417","1","Incident to arrest","Placed under arrest for PC dec. Searched incident to arrest"
"3418","1","",""
"3419","1","",""
"3420","1","",""
"3421","1","Incident to arrest","979 pc arrest"
"3421","2","",""
"3421","3","Condition of parole / probation/ PRCS / mandatory supervision",""
"3422","1","",""
"3422","2","",""
"3423","1","",""
"3424","1","",""
"3425","1","",""
