stop_id,crime_type,lon,lat
2907,*speeding*,-117.1947,32.794144
2908,*speeding*,-117.1947,32.794144
2909,*speeding*,-117.1947,32.794144
2911,*speeding*,-117.1947,32.794144
2912,*speeding*,-117.1947,32.794144
2913,*speeding*,-117.1947,32.794144
2914,*speeding*,-117.1947,32.794144
2919,*scooter*,-117.25185,32.742867
2922,*sign*,-117.15277,32.813835
2929,*red light*,-117.118675,32.70955
2930,*sign*,-117.11891,32.696476
2931,*sign*,-117.1186,32.70125
2932,*others*,-117.23488,32.743736
2933,*others*,-117.23488,32.743736
2934,*plate*,-117.23488,32.743736
2937,*scooter*,-117.25185,32.742867
2937,*scooter*,-117.25185,32.742867
2937,*scooter*,-117.25185,32.742867
2942,*expire or fake liscence*,-117.198425,32.80298
2945,*turn*,-117.06994,32.77118
2948,*lane*,-117.14022,32.715816
2951,*speeding*,-117.12896,32.761173
2954,*highway voilation*,-117.16085,32.832672
2955,*others*,-117.154976,32.81895
2957,*sign*,-117.08472,32.753197
2958,*car problem*,-117.123856,32.748493
2962,*car problem*,-117.070435,32.759735
2969,*sign*,-117.058075,32.572605
2976,*traffic jam*,-117.097755,32.78522
2979,*speeding*,-117.23336,32.80144
2991,*tinted window*,-117.19337,32.89627
2992,*sidewalk*,-117.25563,32.797535
2996,*car problem*,-117.13594,32.708466
2998,*driving equipment violaiton*,-117.08359,32.749992
3000,*sign*,-117.070946,33.01351
3005,*lane*,-117.15563,32.71791
3014,*bike*,-117.08674,32.58379
3014,*bike*,-117.08674,32.58379
3015,*car problem*,-117.2183,32.873844
3035,*sign*,-117.13466,32.924286
3048,*speeding*,-117.16252,32.807877
3049,*passenger*,-117.16252,32.807877
3049,*passenger*,-117.16252,32.807877
3050,*others*,-117.12498,32.747425
3055,*car problem*,-117.13985,32.760914
3056,*expire or fake liscence*,-117.256424,32.79736
3057,*others*,-117.26163,32.84947
3058,*others*,-117.26163,32.84947
3059,*others*,-117.26163,32.84947
3060,*others*,-117.26163,32.84947
3073,*car problem*,-117.06224,32.784683
3086,*expire or fake liscence*,-117.23899,32.935226
3089,*expire or fake liscence*,-117.17046,32.749924
3093,*lane*,-117.15472,32.71685
3095,*lane*,-117.100815,32.755272
3107,*turn*,-117.21264,32.829384
3113,*plate*,-117.15917,32.713634
3114,*red light*,-117.08224,33.011787
3117,*sign*,-117.24584,32.743694
3128,*sign*,-117.238464,32.792374
3133,*speeding*,-117.10594,32.69609
3141,*expire or fake liscence*,-117.06691,32.762783
3150,*red light*,-117.12447,32.924324
3151,*expire or fake liscence*,-117.20063,32.83311
3159,*traffic jam*,-117.16109,32.71473
3168,*phone*,-117.10443,32.747784
3170,*plate*,-117.14236,32.70526
3171,*sign*,-117.093155,32.78277
3172,*phone*,-117.213646,32.86706
3173,*plate*,-117.20228,32.82852
3183,*car problem*,-117.146706,32.706287
3184,*others*,-117.19788,32.760265
3185,*phone*,-117.08245,32.7887
3187,*expire or fake liscence*,-117.157455,32.82175
3189,*sign*,-117.06769,32.92885
3192,*expire or fake liscence*,-117.13378,32.71588
3194,*others*,-117.1327,32.695942
3198,*sign*,-117.108284,32.739403
3202,*plate*,-117.205765,32.831127
3203,*car problem*,-117.11033,33.020172
3207,*stopping violation*,-117.09327,32.686405
3208,*traffic jam*,-117.15734,32.712593
3209,*sign*,-117.09664,32.744125
3212,*sign*,-117.06769,32.92885
3213,*others*,-117.2447,32.7481
3215,*sign*,-117.17035,32.769264
3216,*sign*,-117.08224,33.011787
3217,*phone*,-117.24198,32.797493
3221,*expire or fake liscence*,-117.11445,32.69707
3224,*sign*,-117.0922,32.756283
3228,*plate*,-117.20525,32.822163
3229,*traffic jam*,-117.118744,32.700283
3233,*bike*,-117.12528,32.692352
3235,*phone*,-117.23702,32.80064
3238,*phone*,-117.224915,32.871548
3240,*sign*,-117.19983,32.78399
3242,*helmet*,-117.2529,32.77203
3243,*helmet*,-117.2529,32.77203
3244,*helmet*,-117.2529,32.77203
3247,*helmet*,-117.2529,32.77203
3249,*helmet*,-117.2529,32.77203
3250,*helmet*,-117.2529,32.77203
3253,*helmet*,-117.2529,32.77203
3254,*helmet*,-117.25519,32.793552
3255,*helmet*,-117.2529,32.77203
3256,*helmet*,-117.25519,32.793552
3257,*helmet*,-117.2529,32.77203
3258,*unsafe movement*,-117.125145,32.701202
3259,*helmet*,-117.2529,32.77203
3260,*helmet*,-117.2529,32.77203
3263,*helmet*,-117.2529,32.77203
3265,*helmet*,-117.2529,32.77203
3267,*helmet*,-117.2529,32.77203
3268,*helmet*,-117.2529,32.77203
3269,*helmet*,-117.2529,32.77203
3270,*helmet*,-117.2529,32.77203
3271,*helmet*,-117.2529,32.77203
3272,*helmet*,-117.2529,32.77203
3273,*helmet*,-117.2529,32.77203
3274,*traffic jam*,-117.11456,32.701263
3275,*helmet*,-117.2529,32.77203
3276,*helmet*,-117.2529,32.77203
3277,*helmet*,-117.2529,32.77203
3278,*helmet*,-117.2529,32.77203
3279,*helmet*,-117.2529,32.77203
3280,*helmet*,-117.2529,32.77203
3281,*helmet*,-117.2529,32.77203
3282,*helmet*,-117.2529,32.77203
3283,*helmet*,-117.2529,32.77203
3284,*helmet*,-117.2529,32.77203
3285,*helmet*,-117.2529,32.77203
3286,*helmet*,-117.2529,32.77203
3287,*helmet*,-117.2529,32.77203
3288,*speeding*,-117.2529,32.77203
3289,*helmet*,-117.2529,32.77203
3290,*helmet*,-117.2529,32.77203
3291,*helmet*,-117.2529,32.77203
3292,*helmet*,-117.2529,32.77203
3293,*helmet*,-117.2529,32.77203
3294,*helmet*,-117.2529,32.77203
3295,*helmet*,-117.2529,32.77203
3296,*speeding*,-117.2529,32.77203
3298,*speeding*,-117.2529,32.77203
3299,*speeding*,-117.2529,32.77203
3300,*speeding*,-117.2529,32.77203
3302,*speeding*,-117.2529,32.77203
3303,*phone*,-117.125015,32.735626
3305,*helmet*,-117.2529,32.77203
3306,*speeding*,-117.12959,32.714855
3307,*speeding*,-117.14673,32.7095
3308,*turn*,-117.24728,32.748405
3308,*turn*,-117.24728,32.748405
3311,*expire or fake liscence*,-117.13985,32.760914
3312,*expire or fake liscence*,-117.11873,32.696
3315,*phone*,-117.04791,32.583687
3321,*phone*,-117.160355,32.746964
3325,*plate*,-117.03926,32.58372
3326,*bike*,-117.20265,32.77282
3329,*stopping violation*,-117.13363,32.69698
3331,*plate*,-117.04799,32.554398
3332,*turn*,-117.14583,32.702545
3333,*speeding*,-117.136345,32.809772
3338,*plate*,-117.12289,32.747734
3341,*speeding*,-117.07962,32.5839
3347,*speeding*,-117.07962,32.5839
3350,*red light*,-117.21477,32.829792
3351,*phone*,-117.0383,32.58373
3353,*bike*,-117.146706,32.70632
3357,*speeding*,-117.120125,32.688793
3360,*speeding*,-117.11607,32.803234
3362,*sign*,-117.123726,32.90095
3366,*expire or fake liscence*,-117.11197,32.688725
3366,*expire or fake liscence*,-117.11197,32.688725
3366,*expire or fake liscence*,-117.11197,32.688725
3371,*tinted window*,-117.11289,32.68518
3376,*expire or fake liscence*,-117.21348,32.86685
3378,*car problem*,-117.08166,32.979008
3380,*sign*,-117.123726,32.90095
3381,*turn*,-117.11539,32.95958
3382,*red light*,-117.147865,32.912613
3389,*sign*,-117.123726,32.90095
3391,*highway voilation*,-117.137955,32.70636
3392,*plate*,-117.09108,32.75623
3392,*passenger*,-117.09108,32.75623
3403,*speeding*,-117.22166,32.733482
3415,*bike*,-117.20178,32.757812
3418,*red light*,-117.08536,32.576496
3423,*car problem*,-117.18058,32.75122
3425,*bike*,-117.03468,32.548416
3426,*traffic jam*,-117.10215,32.72966
3431,*turn*,-117.16384,32.711475
3432,*others*,-117.15463,32.71677
3433,*others*,-117.14853,32.7063
3442,*bike*,-117.24329,32.74997
3447,*bike*,-117.18457,32.759777
3458,*speeding*,-117.20985,32.746796
3463,*sidewalk*,-117.15326,32.829185
3465,*sign*,-117.15507,32.8201
3483,*red light*,-117.08001,32.576485
3485,*sidewalk*,-117.059395,32.702316
3488,*others*,-117.08575,32.75764
3497,*phone*,-117.253395,32.85375
3499,*phone*,-117.12108,32.961052
3500,*tinted window*,-117.10326,32.747917
3501,*expire or fake liscence*,-117.15277,32.813835
3502,*sign*,-117.25255,32.7804
3503,*stopping violation*,-117.0383,32.58373
3506,*seatbelt*,-117.145004,32.700626
3507,*expire or fake liscence*,-117.15613,32.77088
3508,*hands free*,-117.08526,32.97883
3510,*others*,-116.86816,32.808586
3515,*speeding*,-117.04065,32.56008
3526,*expire or fake liscence*,-117.21412,32.921707
3527,*phone*,-117.19594,32.812786
3536,*car problem*,-117.11767,32.80923
3537,*turn*,-117.078606,33.012886
3540,*tinted window*,-117.11508,32.80797
3541,*turn*,-117.078606,33.012886
3542,*helmet*,-117.24804,32.798206
3543,*turn*,-117.078606,33.012886
3544,*stopping violation*,-117.11508,32.80797
3546,*stopping violation*,-117.11508,32.80797
3547,*turn*,-117.078606,33.012886
3548,*helmet*,-117.24804,32.798206
3549,*phone*,-117.151825,32.71367
3550,*turn*,-117.078606,33.012886
3552,*phone*,-117.151825,32.71367
3555,*turn*,-117.078606,33.012886
3556,*sign*,-117.10149,32.78834
3559,*turn*,-117.078606,33.012886
3562,*phone*,-117.151825,32.71367
3563,*turn*,-117.21391,32.948277
3565,*phone*,-117.151825,32.71367
3566,*turn*,-117.078606,33.012886
3567,*seatbelt*,-117.15511,32.746414
3569,*seatbelt*,-117.15511,32.746414
3570,*others*,-117.151825,32.71367
3572,*turn*,-117.078606,33.012886
3574,*sign*,-117.15434,32.746414
3576,*turn*,-117.078606,33.012886
3578,*red light*,-117.15511,32.746414
3580,*turn*,-117.078606,33.012886
3583,*turn*,-117.078606,33.012886
3592,*phone*,-117.151825,32.71367
3596,*helmet*,-117.25765,32.803593
3607,*phone*,-117.16476,32.71997
3609,*sign*,-117.23305,32.93773
3611,*red light*,-117.214676,32.754192
3614,*sign*,-117.219666,32.75478
3620,*sleep*,-117.205925,32.751926
3623,*sleep*,-117.205925,32.751926
3624,*phone*,-117.213585,32.751175
3625,*phone*,-117.213585,32.751175
3627,*phone*,-117.215096,32.75232
3629,*phone*,-117.213585,32.751175
3630,*phone*,-117.213585,32.751175
3631,*phone*,-117.219666,32.75478
3632,*phone*,-117.213844,32.754044
3634,*red light*,-117.097755,32.78522
3637,*sign*,-117.15511,32.80191
3638,*red light*,-117.11347,32.810566
3640,*expire or fake liscence*,-117.1674,32.718903
3641,*lane*,-117.093605,32.696793
3646,*sign*,-117.18878,32.760876
3646,*passenger*,-117.18878,32.760876
3648,*lane*,-117.154724,32.71791
3655,*phone*,-117.15941,32.732513
3676,*sidewalk*,-117.13978,32.760952
3678,*sidewalk*,-117.13978,32.760952
3680,*sidewalk*,-117.23336,32.80144
3687,*sign*,-117.11508,32.80797
3689,*phone*,-117.08001,32.576485
3690,*sign*,-117.11508,32.80797
3692,*unsafe movement*,-117.24398,32.75164
3694,*sign*,-117.11508,32.80797
3696,*unsafe movement*,-117.24398,32.75164
3697,*sign*,-117.14017,32.709496
3698,*phone*,-117.1683,32.710876
3699,*speeding*,-117.138664,32.777767
3701,*car problem*,-117.25164,32.743343
3704,*turn*,-117.078606,33.012886
3706,*turn*,-117.078606,33.012886
3712,*speeding*,-117.138664,32.777767
3718,*others*,-117.0901,32.75323
3720,*others*,-117.15345,32.81115
3723,*speeding*,-117.138664,32.777767
3724,*phone*,-117.15345,32.81115
3725,*phone*,-117.15345,32.81115
3730,*phone*,-117.160355,32.746964
3738,*phone*,-117.13508,32.83139
3745,*phone*,-117.15341,32.766987
3747,*stopping violation*,-117.09939,32.5838
3748,*unsafe movement*,-117.16286,32.71884
3749,*sign*,-117.091385,32.93249
3750,*others*,-117.208664,32.767296
3751,*expire or fake liscence*,-117.08501,32.70465
3752,*speeding*,-117.208664,32.767296
3753,*speeding*,-117.208664,32.767296
3755,*speeding*,-117.208664,32.767296
3756,*expire or fake liscence*,-117.09811,32.69388
3757,*plate*,-117.140236,32.71057
3761,*stopping violation*,-117.09096,32.5765
3762,*driving equipment violaiton*,-117.22005,32.87062
3769,*stopping violation*,-117.0383,32.58373
3770,*turn*,-117.0383,32.58373
3771,*speeding*,-117.0383,32.58373
3774,*stopping violation*,-117.0383,32.58373
3775,*car problem*,-117.20085,32.811737
3776,*red light*,-117.0383,32.58373
3779,*sleep*,-117.152916,32.812317
3780,*sign*,-117.06769,32.92885
3781,*expire or fake liscence*,-117.06875,32.57693
3785,*sign*,-117.09658,32.73933
3786,*others*,-117.09768,32.74787
3788,*plate*,-117.093575,32.716835
3795,*others*,-117.11347,32.810566
3796,*others*,-116.96245,32.558777
3799,*others*,-116.96245,32.558777
3802,*plate*,-117.08412,32.57644
3804,*speeding*,-117.06216,32.56688
3805,*sleep*,-117.152916,32.812317
3809,*passenger*,-117.219536,32.817005
3809,*lane*,-117.219536,32.817005
3819,*helmet*,-117.246124,32.79174
3820,*helmet*,-117.25019,32.76569
3821,*helmet*,-117.25519,32.793552
3823,*helmet*,-117.25555,32.792454
3826,*helmet*,-117.25019,32.76569
3828,*red light*,-117.201035,32.807858
3829,*helmet*,-117.253006,32.780903
3830,*helmet*,-117.24994,32.772068
3831,*expire or fake liscence*,-117.045425,32.578438
3832,*helmet*,-117.253006,32.780903
3833,*helmet*,-117.253006,32.780903
3834,*helmet*,-117.25181,32.784878
3835,*helmet*,-117.25019,32.76569
3836,*helmet*,-117.25181,32.784878
3837,*helmet*,-117.24994,32.772068
3839,*traffic jam*,-117.14637,32.75468
3843,*helmet*,-117.25181,32.784878
3845,*helmet*,-117.25181,32.784878
3847,*helmet*,-117.25096,32.767776
3848,*helmet*,-117.20966,32.777973
3850,*speeding*,-117.06405,32.565815
3851,*helmet*,-117.246124,32.79174
3852,*helmet*,-117.25337,32.780396
3855,*helmet*,-117.25519,32.793552
3856,*helmet*,-117.25375,32.783913
3858,*helmet*,-117.25363,32.78321
3861,*scooter*,-117.25555,32.792454
3862,*helmet*,-117.25453,32.788067
3864,*helmet*,-117.25453,32.788067
3866,*helmet*,-117.25453,32.788067
3867,*helmet*,-117.25363,32.78321
3874,*helmet*,-117.25258,32.77358
3876,*helmet*,-117.25305,32.774635
3878,*helmet*,-117.25258,32.77358
3879,*helmet*,-117.25258,32.77358
3882,*helmet*,-117.255974,32.79445
3883,*helmet*,-117.255974,32.79445
3886,*helmet*,-117.25579,32.795517
3887,*helmet*,-117.25555,32.792454
3889,*others*,-117.25579,32.795517
3890,*speeding*,-117.06216,32.56688
3893,*helmet*,-117.25519,32.793552
3895,*speeding*,-117.208664,32.767296
3896,*helmet*,-117.25519,32.793552
3897,*helmet*,-117.25519,32.793552
3905,*expire or fake liscence*,-117.2447,32.7481
3918,*car problem*,-117.135124,32.754105
3952,*car problem*,-116.962395,32.562977
3953,*others*,-116.962395,32.562977
3958,*phone*,-117.18673,32.83447
3961,*turn*,-117.25707,32.79921
3962,*lane*,-117.170425,32.824867
3964,*expire or fake liscence*,-117.19578,32.893524
3968,*sign*,-117.11384,32.810482
3971,*traffic jam*,-117.085014,32.712494
3978,*expire or fake liscence*,-117.25617,32.72999
3980,*lane*,-117.043846,32.71207
3980,*stopping violation*,-117.043846,32.71207
3981,*sign*,-117.24125,32.79465
3984,*lane*,-117.17275,32.825893
3985,*plate*,-117.197754,32.834476
3994,*speeding*,-117.25338,32.738018
4003,*car problem*,-117.1556,32.71477
4005,*speeding*,-117.04289,32.71518
4006,*car problem*,-117.2447,32.7481
4008,*car problem*,-117.15922,32.711586
4020,*seatbelt*,-117.249916,32.791653
4023,*sign*,-117.13978,32.760952
4024,*passenger*,-117.2529,32.78474
4025,*others*,-117.215034,32.801735
4030,*plate*,-117.19618,32.759697
4037,*traffic jam*,-117.13015,32.748596
4038,*expire or fake liscence*,-117.09118,32.749535
4043,*car problem*,-117.24071,32.79983
4048,*car problem*,-117.10322,32.751595
4064,*red light*,-117.175674,32.821766
4065,*sign*,-117.2542,32.79236
4070,*sign*,-117.13885,32.908306
4071,*phone*,-117.24257,32.799416
4079,*expire or fake liscence*,-117.0529,32.75527
4081,*sign*,-117.2542,32.79236
4082,*sign*,-117.24623,32.792606
4092,*plate*,-117.25519,32.793552
4102,*speeding*,-117.2542,32.79236
4111,*plate*,-117.2542,32.79236
4114,*car problem*,-117.2542,32.79236
4116,*speeding*,-117.2542,32.79236
4118,*others*,-117.11308,32.75167
4120,*car problem*,-117.24198,32.797493
4133,*others*,-117.24987,32.79781
4138,*sign*,-117.06082,32.57344
4139,*sign*,-117.25519,32.793552
4144,*sign*,-117.153275,32.747456
4146,*lane*,-117.14098,32.805588
4159,*sign*,-117.24745,32.796288
4160,*stopping violation*,-117.10237,32.69389
4161,*bike*,-117.20178,32.757812
4171,*car problem*,-117.240105,32.79791
4172,*car problem*,-117.252945,32.795097
4173,*car problem*,-117.23825,32.798317
4174,*unsafe movement*,-117.243774,32.800133
4175,*turn*,-117.240105,32.79791
4176,*car problem*,-117.22817,32.796677
4178,*unsafe movement*,-117.208,32.792683
4179,*car problem*,-117.22972,32.802254
4180,*car problem*,-117.23369,32.76795
4182,*unsafe movement*,-117.21382,32.80066
4183,*car problem*,-117.24257,32.799416
4185,*unsafe movement*,-117.21827,32.804867
4190,*sign*,-117.24745,32.796288
4210,*bike*,-117.166504,32.83465
4215,*lane*,-117.171165,32.730392
4219,*traffic jam*,-117.20497,32.752987
4219,*traffic jam*,-117.20497,32.752987
4229,*others*,-117.13978,32.760952
4233,*others*,-117.17122,32.76758
4234,*phone*,-117.27194,32.8429
4236,*seatbelt*,-117.231895,32.791935
4250,*phone*,-117.268326,32.847717
4255,*traffic jam*,-117.12895,32.759216
4256,*helmet*,-117.27518,32.84484
4257,*seatbelt*,-117.24026,32.7883
4259,*others*,-117.25187,32.791348
4260,*car problem*,-117.213585,32.751175
4261,*plate*,-117.22741,32.720512
4262,*phone*,-117.268326,32.847717
4263,*turn*,-117.1399,32.760883
4263,*helmet*,-117.1399,32.760883
4264,*helmet*,-117.249886,32.751316
4264,*helmet*,-117.249886,32.751316
4269,*sidewalk*,-117.09439,32.753334
4271,*expire or fake liscence*,-117.20607,32.74975
4279,*expire or fake liscence*,-117.19693,32.765366
4283,*others*,-117.25167,32.74925
4286,*turn*,-117.25096,32.767776
4287,*sidewalk*,-117.25403,32.791775
4291,*phone*,-117.13983,32.76092
4296,*sign*,-117.157455,32.82175
4297,*plate*,-117.15559,32.712685
4301,*expire or fake liscence*,-117.261215,32.851376
4302,*others*,-117.25311,32.7951
4304,*phone*,-117.2529,32.77203
4313,*turn*,-117.24804,32.798206
4317,*phone*,-117.23584,32.7777
4318,*phone*,-117.234886,32.773285
4325,*red light*,-117.255646,32.79707
4328,*sidewalk*,-117.246216,32.798607
4331,*helmet*,-117.24975,32.74863
4332,*expire or fake liscence*,-117.25457,32.8615
4349,*phone*,-117.25534,32.796597
4353,*others*,-117.25534,32.796597
4354,*sign*,-117.25555,32.792454
4355,*sleep*,-117.2529,32.77203
4358,*unsafe movement*,-117.25483,32.736336
4359,*traffic jam*,-117.25001,32.75136
4363,*traffic jam*,-117.25116,32.74692
4364,*sidewalk*,-117.07431,32.584145
4367,*sign*,-117.2386,32.933907
4373,*others*,-117.165474,32.800365
4376,*hands free*,-117.2529,32.77203
4377,*lane*,-117.09375,32.696186
4379,*turn*,-117.27275,32.842117
4380,*turn*,-117.27275,32.842117
4385,*sign*,-117.20961,32.77897
4391,*plate*,-117.045456,32.581734
4396,*others*,-117.255974,32.79445
4397,*alcohol*,-117.27661,32.83185
4404,*sign*,-117.13,32.747364
4407,*others*,-117.27194,32.8429
4409,*expire or fake liscence*,-117.05018,32.580883
4410,*turn*,-117.25169,32.797413
4414,*traffic jam*,-117.23715,32.765583
4415,*phone*,-117.23477,32.799133
4417,*phone*,-117.20964,32.777637
4419,*lane*,-117.23715,32.765583
4419,*lane*,-117.23715,32.765583
4420,*car problem*,-117.23826,32.934105
4423,*phone*,-117.27194,32.8429
4424,*seatbelt*,-117.25534,32.796597
4431,*phone*,-117.27194,32.8429
4455,*speeding*,-117.27194,32.8429
4459,*car problem*,-117.084175,32.76732
4462,*plate*,-117.064995,32.569115
4463,*others*,-117.24902,32.74308
4466,*turn*,-117.21781,32.806614
4469,*container*,-117.255974,32.79445
4470,*speeding*,-117.23369,32.76795
4475,*others*,-117.14085,32.69909
4481,*traffic jam*,-117.2529,32.78474
4483,*others*,-117.25722,32.85524
4484,*helmet*,-117.13978,32.760952
4486,*traffic jam*,-117.253525,32.797
4492,*sign*,-117.251976,32.79834
4502,*traffic jam*,-117.255974,32.79445
4505,*stopping violation*,-117.13978,32.760952
4507,*others*,-117.23369,32.76795
4514,*car problem*,-117.23643,32.79872
4515,*phone*,-117.22175,32.805492
4516,*helmet*,-117.25096,32.767776
4525,*turn*,-117.2353,32.775208
4528,*phone*,-117.25555,32.792454
4529,*seatbelt*,-117.25555,32.792454
4532,*others*,-117.208855,32.76719
4534,*others*,-117.25096,32.767776
4584,*helmet*,-117.25121,32.78275
4592,*helmet*,-117.25555,32.792454
4598,*helmet*,-117.25555,32.792454
4606,*helmet*,-117.2529,32.77203
4609,*helmet*,-117.25096,32.767776
4611,*helmet*,-117.2529,32.77203
4613,*helmet*,-117.25096,32.767776
4622,*helmet*,-117.25096,32.767776
4626,*helmet*,-117.25096,32.767776
4627,*phone*,-117.25328,32.735325
4628,*helmet*,-117.25519,32.793552
4630,*turn*,-117.16777,32.72476
4635,*helmet*,-117.25519,32.793552
