stop_id,crime_type,lon,lat
3212,*sign*,-117.005226,32.74516
3213,*others*,-117.005226,32.74516
3215,*sign*,-117.005226,32.74516
3216,*sign*,-117.005226,32.74516
3217,*phone*,-117.005226,32.74516
3221,*expire or fake liscence*,-117.005226,32.74516
3224,*sign*,-117.005226,32.74516
3228,*plate*,-117.005226,32.74516
3229,*traffic jam*,-117.005226,32.74516
3233,*bike*,-117.005226,32.74516
3235,*phone*,-117.005226,32.74516
3238,*phone*,-117.005226,32.74516
3240,*sign*,-117.005226,32.74516
3242,*helmet*,-117.005226,32.74516
3243,*helmet*,-117.005226,32.74516
3244,*helmet*,-117.005226,32.74516
3247,*helmet*,-117.005226,32.74516
3249,*helmet*,-117.005226,32.74516
3250,*helmet*,-117.005226,32.74516
3253,*helmet*,-117.005226,32.74516
3254,*helmet*,-117.005226,32.74516
3255,*helmet*,-117.005226,32.74516
3256,*helmet*,-117.005226,32.74516
3257,*helmet*,-117.005226,32.74516
3258,*unsafe movement*,-117.005226,32.74516
3259,*helmet*,-117.005226,32.74516
3260,*helmet*,-117.005226,32.74516
3263,*helmet*,-117.005226,32.74516
3265,*helmet*,-117.005226,32.74516
3267,*helmet*,-117.005226,32.74516
3268,*helmet*,-117.005226,32.74516
3269,*helmet*,-117.005226,32.74516
3270,*helmet*,-117.005226,32.74516
3271,*helmet*,-117.005226,32.74516
3272,*helmet*,-117.005226,32.74516
3273,*helmet*,-117.005226,32.74516
3274,*traffic jam*,-117.005226,32.74516
3275,*helmet*,-117.005226,32.74516
3276,*helmet*,-117.005226,32.74516
3277,*helmet*,-117.005226,32.74516
3278,*helmet*,-117.005226,32.74516
3279,*helmet*,-117.005226,32.74516
3280,*helmet*,-117.005226,32.74516
3281,*helmet*,-117.005226,32.74516
3282,*helmet*,-117.005226,32.74516
3283,*helmet*,-117.005226,32.74516
3284,*helmet*,-117.005226,32.74516
3285,*helmet*,-117.005226,32.74516
3286,*helmet*,-117.005226,32.74516
3287,*helmet*,-117.005226,32.74516
3288,*speeding*,-117.005226,32.74516
3289,*helmet*,-117.005226,32.74516
3290,*helmet*,-117.005226,32.74516
3291,*helmet*,-117.005226,32.74516
3292,*helmet*,-117.005226,32.74516
3293,*helmet*,-117.005226,32.74516
3294,*helmet*,-117.005226,32.74516
3295,*helmet*,-117.005226,32.74516
3296,*speeding*,-117.005226,32.74516
3298,*speeding*,-117.005226,32.74516
3299,*speeding*,-117.005226,32.74516
3300,*speeding*,-117.005226,32.74516
3302,*speeding*,-117.005226,32.74516
3303,*phone*,-117.005226,32.74516
3305,*helmet*,-117.005226,32.74516
3306,*speeding*,-117.005226,32.74516
3307,*speeding*,-117.005226,32.74516
3308,*turn*,-117.005226,32.74516
3308,*turn*,-117.005226,32.74516
3311,*expire or fake liscence*,-117.005226,32.74516
3312,*expire or fake liscence*,-117.005226,32.74516
3315,*phone*,-117.005226,32.74516
3321,*phone*,-117.005226,32.74516
3325,*plate*,-117.005226,32.74516
3326,*bike*,-117.005226,32.74516
3329,*stopping violation*,-117.005226,32.74516
3331,*plate*,-117.005226,32.74516
3332,*turn*,-117.005226,32.74516
3333,*speeding*,-117.005226,32.74516
3338,*plate*,-117.005226,32.74516
3341,*speeding*,-117.005226,32.74516
3347,*speeding*,-117.005226,32.74516
3350,*red light*,-117.005226,32.74516
3351,*phone*,-117.005226,32.74516
3353,*bike*,-117.005226,32.74516
3357,*speeding*,-117.005226,32.74516
3360,*speeding*,-117.005226,32.74516
3362,*sign*,-117.005226,32.74516
3366,*expire or fake liscence*,-117.005226,32.74516
3366,*expire or fake liscence*,-117.005226,32.74516
3366,*expire or fake liscence*,-117.005226,32.74516
3371,*tinted window*,-117.005226,32.74516
3376,*expire or fake liscence*,-117.005226,32.74516
3378,*car problem*,-117.005226,32.74516
3380,*sign*,-117.005226,32.74516
3381,*turn*,-117.005226,32.74516
3382,*red light*,-117.005226,32.74516
3389,*sign*,-117.005226,32.74516
3391,*highway voilation*,-117.005226,32.74516
3392,*plate*,-117.005226,32.74516
3392,*passenger*,-117.005226,32.74516
3403,*speeding*,-117.005226,32.74516
3415,*bike*,-117.005226,32.74516
3418,*red light*,-117.005226,32.74516
3423,*car problem*,-117.005226,32.74516
3425,*bike*,-117.005226,32.74516
3426,*traffic jam*,-117.005226,32.74516
3431,*turn*,-117.005226,32.74516
3432,*others*,-117.005226,32.74516
3433,*others*,-117.005226,32.74516
3442,*bike*,-117.005226,32.74516
3447,*bike*,-117.005226,32.74516
3458,*speeding*,-117.005226,32.74516
3463,*sidewalk*,-117.005226,32.74516
3465,*sign*,-117.005226,32.74516
3483,*red light*,-117.005226,32.74516
3485,*sidewalk*,-117.005226,32.74516
3488,*others*,-117.005226,32.74516
3497,*phone*,-117.005226,32.74516
3499,*phone*,-117.005226,32.74516
3500,*tinted window*,-117.005226,32.74516
3501,*expire or fake liscence*,-117.005226,32.74516
3502,*sign*,-117.005226,32.74516
3503,*stopping violation*,-117.005226,32.74516
3506,*seatbelt*,-117.005226,32.74516
3507,*expire or fake liscence*,-117.005226,32.74516
3508,*hands free*,-117.005226,32.74516
3510,*others*,-117.005226,32.74516
3515,*speeding*,-117.005226,32.74516
3526,*expire or fake liscence*,-117.005226,32.74516
3527,*phone*,-117.005226,32.74516
3536,*car problem*,-117.005226,32.74516
3537,*turn*,-117.005226,32.74516
3540,*tinted window*,-117.005226,32.74516
3541,*turn*,-117.005226,32.74516
3542,*helmet*,-117.005226,32.74516
3543,*turn*,-117.005226,32.74516
3544,*stopping violation*,-117.005226,32.74516
3546,*stopping violation*,-117.005226,32.74516
3547,*turn*,-117.005226,32.74516
3548,*helmet*,-117.005226,32.74516
3549,*phone*,-117.005226,32.74516
3550,*turn*,-117.005226,32.74516
3552,*phone*,-117.005226,32.74516
3555,*turn*,-117.005226,32.74516
3556,*sign*,-117.005226,32.74516
3559,*turn*,-117.005226,32.74516
3562,*phone*,-117.005226,32.74516
3563,*turn*,-117.005226,32.74516
3565,*phone*,-117.005226,32.74516
3566,*turn*,-117.005226,32.74516
3567,*seatbelt*,-117.005226,32.74516
3569,*seatbelt*,-117.005226,32.74516
3570,*others*,-117.005226,32.74516
3572,*turn*,-117.005226,32.74516
3574,*sign*,-117.005226,32.74516
3576,*turn*,-117.005226,32.74516
3578,*red light*,-117.005226,32.74516
3580,*turn*,-117.005226,32.74516
3583,*turn*,-117.005226,32.74516
3592,*phone*,-117.005226,32.74516
3596,*helmet*,-117.005226,32.74516
3607,*phone*,-117.005226,32.74516
3609,*sign*,-117.005226,32.74516
3611,*red light*,-117.005226,32.74516
3614,*sign*,-117.005226,32.74516
3620,*sleep*,-117.005226,32.74516
3623,*sleep*,-117.005226,32.74516
3624,*phone*,-117.005226,32.74516
3625,*phone*,-117.005226,32.74516
3627,*phone*,-117.005226,32.74516
3629,*phone*,-117.005226,32.74516
3630,*phone*,-117.005226,32.74516
3631,*phone*,-117.005226,32.74516
3632,*phone*,-117.005226,32.74516
3634,*red light*,-117.005226,32.74516
3637,*sign*,-117.005226,32.74516
3638,*red light*,-117.005226,32.74516
3640,*expire or fake liscence*,-117.005226,32.74516
3641,*lane*,-117.005226,32.74516
3646,*sign*,-117.005226,32.74516
3646,*passenger*,-117.005226,32.74516
3648,*lane*,-117.005226,32.74516
3655,*phone*,-117.005226,32.74516
3676,*sidewalk*,-117.005226,32.74516
3678,*sidewalk*,-117.005226,32.74516
3680,*sidewalk*,-117.005226,32.74516
3687,*sign*,-117.005226,32.74516
3689,*phone*,-117.005226,32.74516
3690,*sign*,-117.005226,32.74516
3692,*unsafe movement*,-117.005226,32.74516
3694,*sign*,-117.005226,32.74516
3696,*unsafe movement*,-117.005226,32.74516
3697,*sign*,-117.005226,32.74516
3698,*phone*,-117.005226,32.74516
3699,*speeding*,-117.005226,32.74516
3701,*car problem*,-117.005226,32.74516
3704,*turn*,-117.005226,32.74516
3706,*turn*,-117.005226,32.74516
3712,*speeding*,-117.005226,32.74516
3718,*others*,-117.005226,32.74516
3720,*others*,-117.005226,32.74516
3723,*speeding*,-117.005226,32.74516
3724,*phone*,-117.005226,32.74516
3725,*phone*,-117.005226,32.74516
3730,*phone*,-117.005226,32.74516
3738,*phone*,-117.005226,32.74516
3745,*phone*,-117.005226,32.74516
3747,*stopping violation*,-117.005226,32.74516
3748,*unsafe movement*,-117.005226,32.74516
3749,*sign*,-117.005226,32.74516
3750,*others*,-117.005226,32.74516
3751,*expire or fake liscence*,-117.005226,32.74516
3752,*speeding*,-117.005226,32.74516
3753,*speeding*,-117.005226,32.74516
3755,*speeding*,-117.005226,32.74516
3756,*expire or fake liscence*,-117.005226,32.74516
3757,*plate*,-117.005226,32.74516
3761,*stopping violation*,-117.005226,32.74516
3762,*driving equipment violaiton*,-117.005226,32.74516
3769,*stopping violation*,-117.005226,32.74516
3770,*turn*,-117.005226,32.74516
3771,*speeding*,-117.005226,32.74516
3774,*stopping violation*,-117.005226,32.74516
3775,*car problem*,-117.005226,32.74516
3776,*red light*,-117.005226,32.74516
3779,*sleep*,-117.005226,32.74516
3780,*sign*,-117.005226,32.74516
3781,*expire or fake liscence*,-117.005226,32.74516
3785,*sign*,-117.005226,32.74516
3786,*others*,-117.005226,32.74516
3788,*plate*,-117.005226,32.74516
3795,*others*,-117.005226,32.74516
3796,*others*,-117.005226,32.74516
3799,*others*,-117.005226,32.74516
3802,*plate*,-117.005226,32.74516
3804,*speeding*,-117.005226,32.74516
3805,*sleep*,-117.005226,32.74516
3809,*passenger*,-117.005226,32.74516
3809,*lane*,-117.005226,32.74516
3819,*helmet*,-117.005226,32.74516
3820,*helmet*,-117.005226,32.74516
3821,*helmet*,-117.005226,32.74516
3823,*helmet*,-117.005226,32.74516
3826,*helmet*,-117.005226,32.74516
3828,*red light*,-117.005226,32.74516
3829,*helmet*,-117.005226,32.74516
3830,*helmet*,-117.005226,32.74516
3831,*expire or fake liscence*,-117.005226,32.74516
3832,*helmet*,-117.005226,32.74516
3833,*helmet*,-117.005226,32.74516
3834,*helmet*,-117.005226,32.74516
3835,*helmet*,-117.005226,32.74516
3836,*helmet*,-117.005226,32.74516
3837,*helmet*,-117.005226,32.74516
3839,*traffic jam*,-117.005226,32.74516
3843,*helmet*,-117.005226,32.74516
3845,*helmet*,-117.005226,32.74516
3847,*helmet*,-117.005226,32.74516
3848,*helmet*,-117.005226,32.74516
3850,*speeding*,-117.005226,32.74516
3851,*helmet*,-117.005226,32.74516
3852,*helmet*,-117.005226,32.74516
3855,*helmet*,-117.005226,32.74516
3856,*helmet*,-117.005226,32.74516
3858,*helmet*,-117.005226,32.74516
3861,*scooter*,-117.005226,32.74516
3862,*helmet*,-117.005226,32.74516
3864,*helmet*,-117.005226,32.74516
3866,*helmet*,-117.005226,32.74516
3867,*helmet*,-117.005226,32.74516
3874,*helmet*,-117.005226,32.74516
3876,*helmet*,-117.005226,32.74516
3878,*helmet*,-117.005226,32.74516
3879,*helmet*,-117.005226,32.74516
3882,*helmet*,-117.005226,32.74516
3883,*helmet*,-117.005226,32.74516
3886,*helmet*,-117.005226,32.74516
3887,*helmet*,-117.005226,32.74516
3889,*others*,-117.005226,32.74516
3890,*speeding*,-117.005226,32.74516
3893,*helmet*,-117.005226,32.74516
3895,*speeding*,-117.005226,32.74516
3896,*helmet*,-117.005226,32.74516
3897,*helmet*,-117.005226,32.74516
3905,*expire or fake liscence*,-117.005226,32.74516
3918,*car problem*,-117.005226,32.74516
3952,*car problem*,-117.005226,32.74516
3953,*others*,-117.005226,32.74516
3958,*phone*,-117.005226,32.74516
3961,*turn*,-117.005226,32.74516
3962,*lane*,-117.005226,32.74516
3964,*expire or fake liscence*,-117.005226,32.74516
3968,*sign*,-117.005226,32.74516
3971,*traffic jam*,-117.005226,32.74516
3978,*expire or fake liscence*,-117.005226,32.74516
3980,*lane*,-117.005226,32.74516
3980,*stopping violation*,-117.005226,32.74516
3981,*sign*,-117.005226,32.74516
3984,*lane*,-117.005226,32.74516
3985,*plate*,-117.005226,32.74516
3994,*speeding*,-117.005226,32.74516
4003,*car problem*,-117.005226,32.74516
4005,*speeding*,-117.005226,32.74516
4006,*car problem*,-117.005226,32.74516
4008,*car problem*,-117.005226,32.74516
4020,*seatbelt*,-117.005226,32.74516
4023,*sign*,-117.005226,32.74516
4024,*passenger*,-117.005226,32.74516
4025,*others*,-117.005226,32.74516
4030,*plate*,-117.005226,32.74516
4037,*traffic jam*,-117.005226,32.74516
4038,*expire or fake liscence*,-117.005226,32.74516
4043,*car problem*,-117.005226,32.74516
4048,*car problem*,-117.005226,32.74516
4064,*red light*,-117.005226,32.74516
4065,*sign*,-117.005226,32.74516
4070,*sign*,-117.005226,32.74516
4071,*phone*,-117.005226,32.74516
4079,*expire or fake liscence*,-117.005226,32.74516
4081,*sign*,-117.005226,32.74516
4082,*sign*,-117.005226,32.74516
4092,*plate*,-117.005226,32.74516
4102,*speeding*,-117.005226,32.74516
4111,*plate*,-117.005226,32.74516
4114,*car problem*,-117.005226,32.74516
4116,*speeding*,-117.005226,32.74516
4118,*others*,-117.005226,32.74516
4120,*car problem*,-117.005226,32.74516
4133,*others*,-117.005226,32.74516
4138,*sign*,-117.005226,32.74516
4139,*sign*,-117.005226,32.74516
4144,*sign*,-117.005226,32.74516
4146,*lane*,-117.005226,32.74516
4159,*sign*,-117.005226,32.74516
4160,*stopping violation*,-117.005226,32.74516
4161,*bike*,-117.005226,32.74516
4171,*car problem*,-117.005226,32.74516
4172,*car problem*,-117.005226,32.74516
4173,*car problem*,-117.005226,32.74516
4174,*unsafe movement*,-117.005226,32.74516
4175,*turn*,-117.005226,32.74516
4176,*car problem*,-117.005226,32.74516
4178,*unsafe movement*,-117.005226,32.74516
4179,*car problem*,-117.005226,32.74516
4180,*car problem*,-117.005226,32.74516
4182,*unsafe movement*,-117.005226,32.74516
4183,*car problem*,-117.005226,32.74516
4185,*unsafe movement*,-117.005226,32.74516
4190,*sign*,-117.005226,32.74516
4210,*bike*,-117.005226,32.74516
4215,*lane*,-117.005226,32.74516
4219,*traffic jam*,-117.005226,32.74516
4219,*traffic jam*,-117.005226,32.74516
4229,*others*,-117.005226,32.74516
4233,*others*,-117.005226,32.74516
4234,*phone*,-117.005226,32.74516
4236,*seatbelt*,-117.005226,32.74516
4250,*phone*,-117.005226,32.74516
4255,*traffic jam*,-117.005226,32.74516
4256,*helmet*,-117.005226,32.74516
4257,*seatbelt*,-117.005226,32.74516
4259,*others*,-117.005226,32.74516
4260,*car problem*,-117.005226,32.74516
4261,*plate*,-117.005226,32.74516
4262,*phone*,-117.005226,32.74516
4263,*turn*,-117.005226,32.74516
4263,*helmet*,-117.005226,32.74516
4264,*helmet*,-117.005226,32.74516
4264,*helmet*,-117.005226,32.74516
4269,*sidewalk*,-117.005226,32.74516
4271,*expire or fake liscence*,-117.005226,32.74516
4279,*expire or fake liscence*,-117.005226,32.74516
4283,*others*,-117.005226,32.74516
4286,*turn*,-117.005226,32.74516
4287,*sidewalk*,-117.005226,32.74516
4291,*phone*,-117.005226,32.74516
4296,*sign*,-117.005226,32.74516
4297,*plate*,-117.005226,32.74516
4301,*expire or fake liscence*,-117.005226,32.74516
4302,*others*,-117.005226,32.74516
4304,*phone*,-117.005226,32.74516
4313,*turn*,-117.005226,32.74516
4317,*phone*,-117.005226,32.74516
4318,*phone*,-117.005226,32.74516
4325,*red light*,-117.005226,32.74516
4328,*sidewalk*,-117.005226,32.74516
4331,*helmet*,-117.005226,32.74516
4332,*expire or fake liscence*,-117.005226,32.74516
4349,*phone*,-117.005226,32.74516
4353,*others*,-117.005226,32.74516
4354,*sign*,-117.005226,32.74516
4355,*sleep*,-117.005226,32.74516
4358,*unsafe movement*,-117.005226,32.74516
4359,*traffic jam*,-117.005226,32.74516
4363,*traffic jam*,-117.005226,32.74516
4364,*sidewalk*,-117.005226,32.74516
4367,*sign*,-117.005226,32.74516
4373,*others*,-117.005226,32.74516
4376,*hands free*,-117.005226,32.74516
4377,*lane*,-117.005226,32.74516
4379,*turn*,-117.005226,32.74516
4380,*turn*,-117.005226,32.74516
4385,*sign*,-117.005226,32.74516
4391,*plate*,-117.005226,32.74516
4396,*others*,-117.005226,32.74516
4397,*alcohol*,-117.005226,32.74516
4404,*sign*,-117.005226,32.74516
4407,*others*,-117.005226,32.74516
4409,*expire or fake liscence*,-117.005226,32.74516
4410,*turn*,-117.005226,32.74516
4414,*traffic jam*,-117.005226,32.74516
4415,*phone*,-117.005226,32.74516
4417,*phone*,-117.005226,32.74516
4419,*lane*,-117.005226,32.74516
4419,*lane*,-117.005226,32.74516
4420,*car problem*,-117.005226,32.74516
4423,*phone*,-117.005226,32.74516
4424,*seatbelt*,-117.005226,32.74516
4431,*phone*,-117.005226,32.74516
4455,*speeding*,-117.005226,32.74516
4459,*car problem*,-117.005226,32.74516
4462,*plate*,-117.005226,32.74516
4463,*others*,-117.005226,32.74516
4466,*turn*,-117.005226,32.74516
4469,*container*,-117.005226,32.74516
4470,*speeding*,-117.005226,32.74516
4475,*others*,-117.005226,32.74516
4481,*traffic jam*,-117.005226,32.74516
4483,*others*,-117.005226,32.74516
4484,*helmet*,-117.005226,32.74516
4486,*traffic jam*,-117.005226,32.74516
4492,*sign*,-117.005226,32.74516
4502,*traffic jam*,-117.005226,32.74516
4505,*stopping violation*,-117.005226,32.74516
4507,*others*,-117.005226,32.74516
4514,*car problem*,-117.005226,32.74516
4515,*phone*,-117.005226,32.74516
4516,*helmet*,-117.005226,32.74516
4525,*turn*,-117.005226,32.74516
4528,*phone*,-117.005226,32.74516
4529,*seatbelt*,-117.005226,32.74516
4532,*others*,-117.005226,32.74516
4534,*others*,-117.005226,32.74516
4584,*helmet*,-117.005226,32.74516
4592,*helmet*,-117.005226,32.74516
4598,*helmet*,-117.005226,32.74516
4606,*helmet*,-117.005226,32.74516
4609,*helmet*,-117.005226,32.74516
4611,*helmet*,-117.005226,32.74516
4613,*helmet*,-117.005226,32.74516
4622,*helmet*,-117.005226,32.74516
4626,*helmet*,-117.005226,32.74516
4627,*phone*,-117.005226,32.74516
4628,*helmet*,-117.005226,32.74516
4630,*turn*,-117.005226,32.74516
4635,*helmet*,-117.005226,32.74516
